timestamp,event_type,current_dir,potential_dir,net_qty,total_qty,dominance,obi,price,prediction_prob,is_high_impact,ma_20,rsi_14,stoch_k,stoch_d,boll_upper,boll_lower,price_change_since_last_flip
2025-11-25T18:28:47.509294,PREDICTION,,LONG,7.0950,9.1790,0.7730,0.8798,87170.15,0.50,True,87170.15,100.00,0.00,0.00,87170.15,87170.15,0.0000
2025-11-25T18:28:47.807496,MONITOR,LONG,LONG,8.5650,10.6490,0.8043,0.5724,87172.05,0.00,False,87172.05,50.00,50.00,50.00,87172.05,87172.05,0.0022
2025-11-25T18:28:48.232501,MONITOR,LONG,LONG,9.6210,11.7050,0.8220,0.6979,87172.05,0.00,False,87172.05,50.00,50.00,50.00,87172.05,87172.05,0.0022
2025-11-25T18:29:04.602253,DECAY,LONG,LONG,6.2560,10.3400,0.6050,0.5850,87187.85,0.00,False,87187.85,100.00,0.00,0.00,87187.85,87187.85,0.0203
2025-11-25T18:29:06.239777,DECAY,LONG,LONG,7.2580,11.3420,0.6399,0.1829,87189.55,0.00,False,87188.31,100.00,50.00,50.00,87189.67,87186.96,0.0223
2025-11-25T18:29:08.062058,MONITOR,LONG,LONG,11.1910,15.2750,0.7326,-0.3769,87195.05,0.00,False,87195.05,50.00,50.00,50.00,87195.05,87195.05,0.0286
2025-11-25T18:29:11.857064,DECAY,LONG,LONG,8.9060,15.2920,0.5824,-0.9156,87186.35,0.00,False,87186.35,50.00,50.00,50.00,87186.35,87186.35,0.0186
2025-11-25T18:29:12.123742,DECAY,LONG,LONG,11.1560,17.5420,0.6360,-0.0886,87184.25,0.00,False,87183.87,100.00,50.00,50.00,87184.23,87183.51,0.0162
