timestamp,mode,decision_stage,signal_score,funding_zscore,obi,vpin,spread_bps,microprice_pressure,notes
2025-11-17T20:19:21.760581,M0_ULTRA_SAFE,Sniper momentum not ready,1.5820521739130433,3.955130434782608,0.7910260869565217,0.3,0.01048180123526149,4.2581824562301346e-07,HOLD
2025-11-17T20:19:21.760841,M1_SAFE_PRIME,Trend Sniper waiting for directional edge,1.5820521739130433,3.955130434782608,0.7910260869565217,0.3,0.01048180123526149,4.2581824562301346e-07,HOLD
2025-11-17T20:19:21.760962,M2_NORMAL_PRIME,Scalper waiting for micro impulse,1.5820521739130433,3.955130434782608,0.7910260869565217,0.3,0.01048180123526149,4.2581824562301346e-07,HOLD
2025-11-17T20:19:21.761076,M5_ULTRA_AGGRESSIVE_PRIME,Reversion waiting for wide range,1.5820521739130433,3.955130434782608,0.7910260869565217,0.3,0.01048180123526149,4.2581824562301346e-07,HOLD
2025-11-17T20:19:21.761321,M6_SIGNAL_SANDBOX,"Hybrid LONG: FZ=3.96, Signal=1.58, OBI=0.7910 | Edge -0.01% | Micro 0.32",1.5820521739130433,3.955130434782608,0.7910260869565217,0.3,0.01048180123526149,4.2581824562301346e-07,LONG
2025-11-17T20:19:21.761788,M7_BREAKOUT_SNIPER,M7 Breakout: Not enough bars,1.5820521739130433,3.955130434782608,0.7910260869565217,0.3,0.01048180123526149,4.2581824562301346e-07,HOLD
2025-11-17T20:19:21.761881,M8_VOLUME_SNIPER,M8 Volume: Not enough volume data,1.5820521739130433,3.955130434782608,0.7910260869565217,0.3,0.01048180123526149,4.2581824562301346e-07,HOLD
2025-11-17T20:19:21.761947,M9_VOLATILITY_SNIPER,M9 Volatility: Not enough bars,1.5820521739130433,3.955130434782608,0.7910260869565217,0.3,0.01048180123526149,4.2581824562301346e-07,HOLD
2025-11-17T20:19:26.766750,M0_ULTRA_SAFE,"Large trade detected, waiting: 30s",1.948088249975042,4.870220624937605,0.974044124987521,0.3,0.010481142067774289,5.141800370173068e-07,HOLD
2025-11-17T20:19:26.766955,M1_SAFE_PRIME,Trend Sniper waiting for directional edge,1.948088249975042,4.870220624937605,0.974044124987521,0.3,0.010481142067774289,5.141800370173068e-07,HOLD
2025-11-17T20:19:26.767355,M2_NORMAL_PRIME,"Large trade detected, waiting: 30s",1.948088249975042,4.870220624937605,0.974044124987521,0.3,0.010481142067774289,5.141800370173068e-07,HOLD
2025-11-17T20:19:26.767432,M5_ULTRA_AGGRESSIVE_PRIME,Reversion waiting for wide range,1.948088249975042,4.870220624937605,0.974044124987521,0.3,0.010481142067774289,5.141800370173068e-07,HOLD
2025-11-17T20:19:26.767501,M6_SIGNAL_SANDBOX,Already have position,1.948088249975042,4.870220624937605,0.974044124987521,0.3,0.010481142067774289,5.141800370173068e-07,HOLD
