timestamp,mode,style,decision_stage,action,reason,signal_score,funding_zscore,obi,vpin,spread_bps,microprice_pressure,micro_signal,micro_confidence,large_trade_boost,large_trade_direction,large_trade_net_qty,entry_reason
2025-11-19T23:29:50.232159,M0_ULTRA_SAFE,baseline,BB收窄(0.0000) + 低波動(0.0000),HOLD,BB收窄(0.0000) + 低波動(0.0000),1.9005163260853755,-4.751290815213439,-0.9502581630426877,0.3,0.010964293133805366,-5.257918533737459e-07,,,False,,0.0,
2025-11-19T23:29:50.232445,M1_SAFE_PRIME,trend,Trend Sniper active in all market conditions,HOLD,Trend Sniper active in all market conditions,1.9005163260853755,-4.751290815213439,-0.9502581630426877,0.3,0.010964293133805366,-5.257918533737459e-07,,,False,,0.0,
2025-11-19T23:29:50.232892,M2_NORMAL_PRIME,scalper,Scalper Sniper active in all market conditions,HOLD,Scalper Sniper active in all market conditions,1.9005163260853755,-4.751290815213439,-0.9502581630426877,0.3,0.010964293133805366,-5.257918533737459e-07,,,False,,0.0,
2025-11-19T23:29:50.233095,M5_ULTRA_AGGRESSIVE_PRIME,reversion,Reversion waiting for wide range,HOLD,Reversion waiting for wide range,1.9005163260853755,-4.751290815213439,-0.9502581630426877,0.3,0.010964293133805366,-5.257918533737459e-07,,,False,,0.0,
2025-11-19T23:29:50.233361,M6_SIGNAL_SANDBOX,sandbox,"Hybrid SHORT: FZ=-4.75, Signal=1.90, OBI=-0.9503 | Edge 0.02% | Micro 0.38",SHORT,"Hybrid SHORT: FZ=-4.75, Signal=1.90, OBI=-0.9503 | Edge 0.02% | Micro 0.38",1.9005163260853755,-4.751290815213439,-0.9502581630426877,0.3,0.010964293133805366,-5.257918533737459e-07,NEUTRAL,0.3806073173220978,False,,0.0,
2025-11-19T23:29:50.233606,M7_BREAKOUT_SNIPER,breakout,Breakout Sniper active in all market conditions,HOLD,Breakout Sniper active in all market conditions,1.9005163260853755,-4.751290815213439,-0.9502581630426877,0.3,0.010964293133805366,-5.257918533737459e-07,,,False,,0.0,
2025-11-19T23:29:50.233726,M8_VOLUME_SNIPER,volume,Volume Sniper active in all market conditions,HOLD,Volume Sniper active in all market conditions,1.9005163260853755,-4.751290815213439,-0.9502581630426877,0.3,0.010964293133805366,-5.257918533737459e-07,,,False,,0.0,
2025-11-19T23:29:50.233919,M9_VOLATILITY_SNIPER,volatility,M9 Volatility: ATR 0.0000% < threshold 0.006%,HOLD,M9 Volatility: ATR 0.0000% < threshold 0.006%,1.9005163260853755,-4.751290815213439,-0.9502581630426877,0.3,0.010964293133805366,-5.257918533737459e-07,,,False,,0.0,
2025-11-19T23:29:50.234032,M_WHALE_WATCHER,whale,M🐳 Whale: dominance 0.00 < 0.6,HOLD,M🐳 Whale: dominance 0.00 < 0.6,1.9005163260853755,-4.751290815213439,-0.9502581630426877,0.3,0.010964293133805366,-5.257918533737459e-07,,,False,,0.0,
2025-11-19T23:29:50.234145,M_LP_WHALE_BURST,lp_whale_burst,M🥊 liquidation data stale (209.8m),HOLD,M🥊 liquidation data stale (209.8m),1.9005163260853755,-4.751290815213439,-0.9502581630426877,0.3,0.010964293133805366,-5.257918533737459e-07,,,False,,0.0,
2025-11-19T23:29:50.234254,MUP_DIRECTIONAL_LONG,direction_probe_long,Mup Bias Probe auto-long,LONG,Mup Bias Probe auto-long,1.9005163260853755,-4.751290815213439,-0.9502581630426877,0.3,0.010964293133805366,-5.257918533737459e-07,,,False,,0.0,DIRECTION_PROBE
2025-11-19T23:29:50.234435,MDOWN_DIRECTIONAL_SHORT,direction_probe_short,Mdown Bias Probe auto-short,SHORT,Mdown Bias Probe auto-short,1.9005163260853755,-4.751290815213439,-0.9502581630426877,0.3,0.010964293133805366,-5.257918533737459e-07,,,False,,0.0,DIRECTION_PROBE
2025-11-19T23:29:55.245823,M0_ULTRA_SAFE,baseline,BB收窄(0.0000) + %B居中(0.50) + 低波動(0.0000),HOLD,BB收窄(0.0000) + %B居中(0.50) + 低波動(0.0000),1.9359176083535974,-4.839794020883994,-0.9679588041767987,0.3,0.010963836334682153,-5.4394675530032e-07,,,False,,0.0,
2025-11-19T23:29:55.246187,M1_SAFE_PRIME,trend,Trend Sniper active in all market conditions,HOLD,Trend Sniper active in all market conditions,1.9359176083535974,-4.839794020883994,-0.9679588041767987,0.3,0.010963836334682153,-5.4394675530032e-07,,,False,,0.0,
2025-11-19T23:29:55.246683,M2_NORMAL_PRIME,scalper,Scalper Sniper active in all market conditions,HOLD,Scalper Sniper active in all market conditions,1.9359176083535974,-4.839794020883994,-0.9679588041767987,0.3,0.010963836334682153,-5.4394675530032e-07,,,False,,0.0,
2025-11-19T23:29:55.246886,M5_ULTRA_AGGRESSIVE_PRIME,reversion,Reversion waiting for wide range,HOLD,Reversion waiting for wide range,1.9359176083535974,-4.839794020883994,-0.9679588041767987,0.3,0.010963836334682153,-5.4394675530032e-07,,,False,,0.0,
2025-11-19T23:29:55.247017,M6_SIGNAL_SANDBOX,sandbox,Already have position,HOLD,Already have position,1.9359176083535974,-4.839794020883994,-0.9679588041767987,0.3,0.010963836334682153,-5.4394675530032e-07,,,False,,0.0,
2025-11-19T23:29:55.247140,M7_BREAKOUT_SNIPER,breakout,Breakout Sniper active in all market conditions,HOLD,Breakout Sniper active in all market conditions,1.9359176083535974,-4.839794020883994,-0.9679588041767987,0.3,0.010963836334682153,-5.4394675530032e-07,,,False,,0.0,
2025-11-19T23:29:55.247259,M8_VOLUME_SNIPER,volume,Volume Sniper active in all market conditions,HOLD,Volume Sniper active in all market conditions,1.9359176083535974,-4.839794020883994,-0.9679588041767987,0.3,0.010963836334682153,-5.4394675530032e-07,,,False,,0.0,
2025-11-19T23:29:55.247457,M9_VOLATILITY_SNIPER,volatility,M9 Volatility: ATR 0.0000% < threshold 0.006%,HOLD,M9 Volatility: ATR 0.0000% < threshold 0.006%,1.9359176083535974,-4.839794020883994,-0.9679588041767987,0.3,0.010963836334682153,-5.4394675530032e-07,,,False,,0.0,
2025-11-19T23:29:55.247579,M_WHALE_WATCHER,whale,M🐳 Whale: dominance 0.00 < 0.6,HOLD,M🐳 Whale: dominance 0.00 < 0.6,1.9359176083535974,-4.839794020883994,-0.9679588041767987,0.3,0.010963836334682153,-5.4394675530032e-07,,,False,,0.0,
