timestamp,mode,style,decision_stage,action,reason,signal_score,funding_zscore,obi,vpin,spread_bps,microprice_pressure,micro_signal,micro_confidence,large_trade_boost,large_trade_direction,large_trade_net_qty,entry_reason
2025-11-20T05:25:25.247960,M0_ULTRA_SAFE,baseline,BB收窄(0.0000) + %B居中(0.50) + 低波動(0.0000),HOLD,BB收窄(0.0000) + %B居中(0.50) + 低波動(0.0000),1.8602285427548295,4.650571356887074,0.9301142713774148,0.3,0.01106562524443366,5.520121713923169e-07,,,False,,0.0,
2025-11-20T05:25:25.248288,M1_SAFE_PRIME,trend,Trend Sniper active in all market conditions,HOLD,Trend Sniper active in all market conditions,1.8602285427548295,4.650571356887074,0.9301142713774148,0.3,0.01106562524443366,5.520121713923169e-07,,,False,,0.0,
2025-11-20T05:25:25.248751,M2_NORMAL_PRIME,scalper,Scalper Sniper active in all market conditions,HOLD,Scalper Sniper active in all market conditions,1.8602285427548295,4.650571356887074,0.9301142713774148,0.3,0.01106562524443366,5.520121713923169e-07,,,False,,0.0,
2025-11-20T05:25:25.248906,M5_ULTRA_AGGRESSIVE_PRIME,reversion,Reversion waiting for wide range,HOLD,Reversion waiting for wide range,1.8602285427548295,4.650571356887074,0.9301142713774148,0.3,0.01106562524443366,5.520121713923169e-07,,,False,,0.0,
2025-11-20T05:25:25.249109,M6_SIGNAL_SANDBOX,sandbox,"Hybrid LONG: FZ=4.65, Signal=1.86, OBI=0.9301 | Edge 0.07% | Micro 0.38",LONG,"Hybrid LONG: FZ=4.65, Signal=1.86, OBI=0.9301 | Edge 0.07% | Micro 0.38",1.8602285427548295,4.650571356887074,0.9301142713774148,0.3,0.01106562524443366,5.520121713923169e-07,NEUTRAL,0.3775801357950737,False,,0.0,
2025-11-20T05:25:25.249293,M7_BREAKOUT_SNIPER,breakout,Breakout Sniper active in all market conditions,HOLD,Breakout Sniper active in all market conditions,1.8602285427548295,4.650571356887074,0.9301142713774148,0.3,0.01106562524443366,5.520121713923169e-07,,,False,,0.0,
2025-11-20T05:25:25.249382,M8_VOLUME_SNIPER,volume,Volume Sniper active in all market conditions,HOLD,Volume Sniper active in all market conditions,1.8602285427548295,4.650571356887074,0.9301142713774148,0.3,0.01106562524443366,5.520121713923169e-07,,,False,,0.0,
2025-11-20T05:25:25.249533,M9_VOLATILITY_SNIPER,volatility,M9 Volatility: ATR 0.0000% < threshold 0.006%,HOLD,M9 Volatility: ATR 0.0000% < threshold 0.006%,1.8602285427548295,4.650571356887074,0.9301142713774148,0.3,0.01106562524443366,5.520121713923169e-07,,,False,,0.0,
2025-11-20T05:25:25.249619,M_WHALE_WATCHER,whale,M🐳 Whale: dominance 0.00 < 0.6,HOLD,M🐳 Whale: dominance 0.00 < 0.6,1.8602285427548295,4.650571356887074,0.9301142713774148,0.3,0.01106562524443366,5.520121713923169e-07,,,False,,0.0,
2025-11-20T05:25:25.249703,M_LP_WHALE_BURST,lp_whale_burst,M🥊 liquidation data stale (565.4m),HOLD,M🥊 liquidation data stale (565.4m),1.8602285427548295,4.650571356887074,0.9301142713774148,0.3,0.01106562524443366,5.520121713923169e-07,,,False,,0.0,
2025-11-20T05:25:25.249785,MUP_DIRECTIONAL_LONG,direction_probe_long,Mup Bias Probe auto-long,LONG,Mup Bias Probe auto-long,1.8602285427548295,4.650571356887074,0.9301142713774148,0.3,0.01106562524443366,5.520121713923169e-07,,,False,,0.0,DIRECTION_PROBE
2025-11-20T05:25:25.249926,MDOWN_DIRECTIONAL_SHORT,direction_probe_short,Mdown Bias Probe auto-short,SHORT,Mdown Bias Probe auto-short,1.8602285427548295,4.650571356887074,0.9301142713774148,0.3,0.01106562524443366,5.520121713923169e-07,,,False,,0.0,DIRECTION_PROBE
2025-11-20T05:25:30.258405,M0_ULTRA_SAFE,baseline,BB收窄(0.0000) + %B居中(0.50) + 低波動(0.0000),HOLD,BB收窄(0.0000) + %B居中(0.50) + 低波動(0.0000),1.8329138554599098,-4.582284638649774,-0.9164569277299549,0.3,0.011066115058362223,-4.237169813612794e-07,,,False,,0.0,
2025-11-20T05:25:30.258772,M1_SAFE_PRIME,trend,Trend Sniper active in all market conditions,HOLD,Trend Sniper active in all market conditions,1.8329138554599098,-4.582284638649774,-0.9164569277299549,0.3,0.011066115058362223,-4.237169813612794e-07,,,False,,0.0,
2025-11-20T05:25:30.259243,M2_NORMAL_PRIME,scalper,Scalper Sniper active in all market conditions,HOLD,Scalper Sniper active in all market conditions,1.8329138554599098,-4.582284638649774,-0.9164569277299549,0.3,0.011066115058362223,-4.237169813612794e-07,,,False,,0.0,
2025-11-20T05:25:30.259451,M5_ULTRA_AGGRESSIVE_PRIME,reversion,Reversion waiting for wide range,HOLD,Reversion waiting for wide range,1.8329138554599098,-4.582284638649774,-0.9164569277299549,0.3,0.011066115058362223,-4.237169813612794e-07,,,False,,0.0,
2025-11-20T05:25:30.259574,M6_SIGNAL_SANDBOX,sandbox,Already have position,HOLD,Already have position,1.8329138554599098,-4.582284638649774,-0.9164569277299549,0.3,0.011066115058362223,-4.237169813612794e-07,,,False,,0.0,
2025-11-20T05:25:30.259715,M7_BREAKOUT_SNIPER,breakout,Breakout Sniper active in all market conditions,HOLD,Breakout Sniper active in all market conditions,1.8329138554599098,-4.582284638649774,-0.9164569277299549,0.3,0.011066115058362223,-4.237169813612794e-07,,,False,,0.0,
2025-11-20T05:25:30.259810,M8_VOLUME_SNIPER,volume,Volume Sniper active in all market conditions,HOLD,Volume Sniper active in all market conditions,1.8329138554599098,-4.582284638649774,-0.9164569277299549,0.3,0.011066115058362223,-4.237169813612794e-07,,,False,,0.0,
2025-11-20T05:25:30.259963,M9_VOLATILITY_SNIPER,volatility,M9 Volatility: ATR 0.0000% < threshold 0.006%,HOLD,M9 Volatility: ATR 0.0000% < threshold 0.006%,1.8329138554599098,-4.582284638649774,-0.9164569277299549,0.3,0.011066115058362223,-4.237169813612794e-07,,,False,,0.0,
2025-11-20T05:25:30.260061,M_WHALE_WATCHER,whale,M🐳 Whale: dominance 0.00 < 0.6,HOLD,M🐳 Whale: dominance 0.00 < 0.6,1.8329138554599098,-4.582284638649774,-0.9164569277299549,0.3,0.011066115058362223,-4.237169813612794e-07,,,False,,0.0,
2025-11-20T05:25:30.260155,M_LP_WHALE_BURST,lp_whale_burst,M🥊 liquidation data stale (565.5m),HOLD,M🥊 liquidation data stale (565.5m),1.8329138554599098,-4.582284638649774,-0.9164569277299549,0.3,0.011066115058362223,-4.237169813612794e-07,,,False,,0.0,
2025-11-20T05:25:30.260244,MUP_DIRECTIONAL_LONG,direction_probe_long,Direction probe already holding position,HOLD,Direction probe already holding position,1.8329138554599098,-4.582284638649774,-0.9164569277299549,0.3,0.011066115058362223,-4.237169813612794e-07,,,False,,0.0,
2025-11-20T05:25:30.260325,MDOWN_DIRECTIONAL_SHORT,direction_probe_short,Direction probe already holding position,HOLD,Direction probe already holding position,1.8329138554599098,-4.582284638649774,-0.9164569277299549,0.3,0.011066115058362223,-4.237169813612794e-07,,,False,,0.0,
2025-11-20T05:25:35.281540,M0_ULTRA_SAFE,baseline,BB收窄(0.0000) + %B居中(0.50) + 低波動(0.0000),HOLD,BB收窄(0.0000) + %B居中(0.50) + 低波動(0.0000),0.47286437146542315,-1.182160928663558,-0.23643218573271158,0.9061961637864353,0.011062577125939017,-1.487526690353046e-08,,,False,,0.0,
2025-11-20T05:25:35.281774,M1_SAFE_PRIME,trend,Trend Sniper active in all market conditions,HOLD,Trend Sniper active in all market conditions,0.47286437146542315,-1.182160928663558,-0.23643218573271158,0.9061961637864353,0.011062577125939017,-1.487526690353046e-08,,,False,,0.0,
2025-11-20T05:25:35.282205,M2_NORMAL_PRIME,scalper,Scalper Sniper active in all market conditions,HOLD,Scalper Sniper active in all market conditions,0.47286437146542315,-1.182160928663558,-0.23643218573271158,0.9061961637864353,0.011062577125939017,-1.487526690353046e-08,,,False,,0.0,
2025-11-20T05:25:35.282301,M5_ULTRA_AGGRESSIVE_PRIME,reversion,Reversion waiting for wide range,HOLD,Reversion waiting for wide range,0.47286437146542315,-1.182160928663558,-0.23643218573271158,0.9061961637864353,0.011062577125939017,-1.487526690353046e-08,,,False,,0.0,
2025-11-20T05:25:35.282372,M6_SIGNAL_SANDBOX,sandbox,Already have position,HOLD,Already have position,0.47286437146542315,-1.182160928663558,-0.23643218573271158,0.9061961637864353,0.011062577125939017,-1.487526690353046e-08,,,False,,0.0,
2025-11-20T05:25:35.282437,M7_BREAKOUT_SNIPER,breakout,Breakout Sniper active in all market conditions,HOLD,Breakout Sniper active in all market conditions,0.47286437146542315,-1.182160928663558,-0.23643218573271158,0.9061961637864353,0.011062577125939017,-1.487526690353046e-08,,,False,,0.0,
