timestamp,event_type,current_dir,potential_dir,net_qty,total_qty,dominance,obi,price,prediction_prob,is_high_impact,ma_20,rsi_14,stoch_k,stoch_d,boll_upper,boll_lower,price_change_since_last_flip
2025-11-20T17:21:51.832901,PREDICTION,,SHORT,-5.4680,8.7100,0.6278,-0.7923,91833.35,0.50,True,91833.35,50.00,50.00,50.00,91833.35,91833.35,0.0000
2025-11-20T17:21:52.514454,MONITOR,SHORT,SHORT,-6.7360,9.9780,0.6751,-0.9094,91824.55,0.00,False,91825.90,0.00,50.00,50.00,91826.70,91825.09,-0.0096
2025-11-20T17:21:53.239350,MONITOR,SHORT,SHORT,-8.2720,11.5140,0.7184,-0.9847,91811.85,0.00,False,91811.85,50.00,50.00,50.00,91811.85,91811.85,-0.0234
2025-11-20T17:21:53.282241,MONITOR,SHORT,SHORT,-9.5350,12.7770,0.7463,-0.5160,91810.85,0.00,False,91810.85,0.00,0.00,0.00,91810.85,91810.85,-0.0245
2025-11-20T17:21:55.276651,MONITOR,SHORT,SHORT,-10.8560,14.0980,0.7700,-0.3220,91811.65,0.00,False,91811.65,50.00,50.00,50.00,91811.65,91811.65,-0.0236
2025-11-20T17:21:56.098414,MONITOR,SHORT,SHORT,-11.8770,15.1190,0.7856,0.9254,91812.05,0.00,False,91812.05,0.00,0.00,0.00,91812.05,91812.05,-0.0232
2025-11-20T17:21:56.132005,MONITOR,SHORT,SHORT,-15.4240,18.6660,0.8263,0.9254,91808.55,0.00,False,91808.55,0.00,0.00,0.00,91808.55,91808.55,-0.0270
