timestamp,mode,style,decision_stage,action,reason,signal_score,funding_zscore,obi,vpin,spread_bps,microprice_pressure,micro_signal,micro_confidence,large_trade_boost,large_trade_direction,large_trade_net_qty,entry_reason,price,rsi_14,stoch_k,stoch_d,ma_20,boll_upper,boll_lower,market_regime,is_consolidating,momentum_pct,volatility_pct,trend_strength,range_position,ma_distance,volume_ratio
2025-11-29T19:45:59.935814,M0_ULTRA_SAFE,baseline,Sniper momentum not ready,HOLD,Sniper momentum not ready,0.5610677816193615,-1.402669454048404,-0.2805338908096808,0.3,0.011040092649100124,-1.9516786479081352e-07,,,False,,0.0,,90578.95,,,,,,,UNKNOWN,False,0.0,0.0,-1.6065449233366973e-16,,,
2025-11-29T19:45:59.936077,M1_SAFE_PRIME,trend,Trend Sniper active in all market conditions,HOLD,Trend Sniper active in all market conditions,0.5610677816193615,-1.402669454048404,-0.2805338908096808,0.3,0.011040092649100124,-1.9516786479081352e-07,,,False,,0.0,,90578.95,,,,,,,UNKNOWN,False,0.0,0.0,-1.6065449233366973e-16,,,
2025-11-29T19:45:59.936173,M2_NORMAL_PRIME,scalper,Scalper Sniper active in all market conditions,HOLD,Scalper Sniper active in all market conditions,0.5610677816193615,-1.402669454048404,-0.2805338908096808,0.3,0.011040092649100124,-1.9516786479081352e-07,,,False,,0.0,,90578.95,,,,,,,UNKNOWN,False,0.0,0.0,-1.6065449233366973e-16,,,
2025-11-29T19:45:59.936266,M_FISH_MARKET_MAKER,reversion,M🐟 Dead Market Grid waiting for range info,HOLD,M🐟 Dead Market Grid waiting for range info,0.5610677816193615,-1.402669454048404,-0.2805338908096808,0.3,0.011040092649100124,-1.9516786479081352e-07,,,False,,0.0,,90578.95,,,,,,,UNKNOWN,False,0.0,0.0,-1.6065449233366973e-16,,,
2025-11-29T19:45:59.936408,M6_SIGNAL_SANDBOX,sandbox,"[INVERTED] Relaxed entry (M6_SIGNAL_SANDBOX): Signal=0.56, FZ=-1.40, OBI=-0.2805 (Original: LONG) | Edge -0.07% | Micro 0.19",SHORT,"[INVERTED] Relaxed entry (M6_SIGNAL_SANDBOX): Signal=0.56, FZ=-1.40, OBI=-0.2805 (Original: LONG) | Edge -0.07% | Micro 0.19",0.5610677816193615,-1.402669454048404,-0.2805338908096808,0.3,0.011040092649100124,-1.9516786479081352e-07,NEUTRAL,0.18702261338990703,False,,0.0,,90578.95,,,,,,,UNKNOWN,False,0.0,0.0,-1.6065449233366973e-16,,,
2025-11-29T19:45:59.936580,M7_BREAKOUT_SNIPER,breakout,Breakout Sniper active in all market conditions,HOLD,Breakout Sniper active in all market conditions,0.5610677816193615,-1.402669454048404,-0.2805338908096808,0.3,0.011040092649100124,-1.9516786479081352e-07,,,False,,0.0,,90578.95,,,,,,,UNKNOWN,False,0.0,0.0,-1.6065449233366973e-16,,,
2025-11-29T19:45:59.936650,M8_VOLUME_SNIPER,volume,Volume Sniper active in all market conditions,HOLD,Volume Sniper active in all market conditions,0.5610677816193615,-1.402669454048404,-0.2805338908096808,0.3,0.011040092649100124,-1.9516786479081352e-07,,,False,,0.0,,90578.95,,,,,,,UNKNOWN,False,0.0,0.0,-1.6065449233366973e-16,,,
2025-11-29T19:45:59.936718,M9_VOLATILITY_SNIPER,volatility,M9 Volatility: Not enough bars,HOLD,M9 Volatility: Not enough bars,0.5610677816193615,-1.402669454048404,-0.2805338908096808,0.3,0.011040092649100124,-1.9516786479081352e-07,,,False,,0.0,,90578.95,,,,,,,UNKNOWN,False,0.0,0.0,-1.6065449233366973e-16,,,
2025-11-29T19:45:59.936787,M_WHALE_WATCHER,whale,M🐳 Volatility Hard Floor: ATR=0.0000% < 0.035% (Dead Market),HOLD,M🐳 Volatility Hard Floor: ATR=0.0000% < 0.035% (Dead Market),0.5610677816193615,-1.402669454048404,-0.2805338908096808,0.3,0.011040092649100124,-1.9516786479081352e-07,,,False,,0.0,,90578.95,,,,,,,UNKNOWN,False,0.0,0.0,-1.6065449233366973e-16,,,
2025-11-29T19:45:59.936856,M_LP_WHALE_BURST,lp_whale_burst,M🥊 waiting for liquidation snapshot,HOLD,M🥊 waiting for liquidation snapshot,0.5610677816193615,-1.402669454048404,-0.2805338908096808,0.3,0.011040092649100124,-1.9516786479081352e-07,,,False,,0.0,,90578.95,,,,,,,UNKNOWN,False,0.0,0.0,-1.6065449233366973e-16,,,
