timestamp,mode,style,decision_stage,action,reason,signal_score,funding_zscore,obi,vpin,spread_bps,microprice_pressure,micro_signal,micro_confidence,large_trade_boost,large_trade_direction,large_trade_net_qty,entry_reason,price,rsi_14,stoch_k,stoch_d,ma_20,boll_upper,boll_lower,market_regime,is_consolidating,momentum_pct,volatility_pct,trend_strength,range_position,ma_distance,volume_ratio
2025-11-26T15:56:05.441066,M0_ULTRA_SAFE,baseline,Sniper momentum not ready,HOLD,Sniper momentum not ready,1.0461471167164833,2.615367791791208,0.5230735583582417,0.3,0.011387310323658192,4.621452374138623e-07,,,False,,0.0,,87817.05,,,,,,,UNKNOWN,False,0.0,0.0,0.0,,,
2025-11-26T15:56:05.441350,M1_SAFE_PRIME,trend,Trend Sniper active in all market conditions,HOLD,Trend Sniper active in all market conditions,1.0461471167164833,2.615367791791208,0.5230735583582417,0.3,0.011387310323658192,4.621452374138623e-07,,,False,,0.0,,87817.05,,,,,,,UNKNOWN,False,0.0,0.0,0.0,,,
2025-11-26T15:56:05.441796,M2_NORMAL_PRIME,scalper,Scalper Sniper active in all market conditions,HOLD,Scalper Sniper active in all market conditions,1.0461471167164833,2.615367791791208,0.5230735583582417,0.3,0.011387310323658192,4.621452374138623e-07,,,False,,0.0,,87817.05,,,,,,,UNKNOWN,False,0.0,0.0,0.0,,,
2025-11-26T15:56:05.441923,M_FISH_MARKET_MAKER,reversion,M🐟 Dead Market Grid waiting for range info,HOLD,M🐟 Dead Market Grid waiting for range info,1.0461471167164833,2.615367791791208,0.5230735583582417,0.3,0.011387310323658192,4.621452374138623e-07,,,False,,0.0,,87817.05,,,,,,,UNKNOWN,False,0.0,0.0,0.0,,,
2025-11-26T15:56:05.442107,M6_SIGNAL_SANDBOX,sandbox,"[INVERTED] Hybrid LONG: FZ=2.62, Signal=1.05, OBI=0.5231 (Original: LONG) | Edge -0.07% | Micro 0.21",SHORT,"[INVERTED] Hybrid LONG: FZ=2.62, Signal=1.05, OBI=0.5231 (Original: LONG) | Edge -0.07% | Micro 0.21",1.0461471167164833,2.615367791791208,0.5230735583582417,0.3,0.011387310323658192,4.621452374138623e-07,NEUTRAL,0.2092354695578196,False,,0.0,,87817.05,,,,,,,UNKNOWN,False,0.0,0.0,0.0,,,
2025-11-26T15:56:05.442345,M7_BREAKOUT_SNIPER,breakout,Breakout Sniper active in all market conditions,HOLD,Breakout Sniper active in all market conditions,1.0461471167164833,2.615367791791208,0.5230735583582417,0.3,0.011387310323658192,4.621452374138623e-07,,,False,,0.0,,87817.05,,,,,,,UNKNOWN,False,0.0,0.0,0.0,,,
2025-11-26T15:56:05.442437,M8_VOLUME_SNIPER,volume,Volume Sniper active in all market conditions,HOLD,Volume Sniper active in all market conditions,1.0461471167164833,2.615367791791208,0.5230735583582417,0.3,0.011387310323658192,4.621452374138623e-07,,,False,,0.0,,87817.05,,,,,,,UNKNOWN,False,0.0,0.0,0.0,,,
2025-11-26T15:56:05.442526,M9_VOLATILITY_SNIPER,volatility,M9 Volatility: Not enough bars,HOLD,M9 Volatility: Not enough bars,1.0461471167164833,2.615367791791208,0.5230735583582417,0.3,0.011387310323658192,4.621452374138623e-07,,,False,,0.0,,87817.05,,,,,,,UNKNOWN,False,0.0,0.0,0.0,,,
2025-11-26T15:56:05.442618,M_WHALE_WATCHER,whale,M🐳 Volatility Hard Floor: ATR=0.0000% < 0.035% (Dead Market),HOLD,M🐳 Volatility Hard Floor: ATR=0.0000% < 0.035% (Dead Market),1.0461471167164833,2.615367791791208,0.5230735583582417,0.3,0.011387310323658192,4.621452374138623e-07,,,False,,0.0,,87817.05,,,,,,,UNKNOWN,False,0.0,0.0,0.0,,,
2025-11-26T15:56:05.442714,M_LP_WHALE_BURST,lp_whale_burst,M🥊 waiting for liquidation snapshot,HOLD,M🥊 waiting for liquidation snapshot,1.0461471167164833,2.615367791791208,0.5230735583582417,0.3,0.011387310323658192,4.621452374138623e-07,,,False,,0.0,,87817.05,,,,,,,UNKNOWN,False,0.0,0.0,0.0,,,
2025-11-26T15:56:05.442802,MUP_DIRECTIONAL_LONG,direction_probe_long,Mup Bias Probe auto-long,LONG,Mup Bias Probe auto-long,1.0461471167164833,2.615367791791208,0.5230735583582417,0.3,0.011387310323658192,4.621452374138623e-07,,,False,,0.0,DIRECTION_PROBE,87817.05,,,,,,,UNKNOWN,False,0.0,0.0,0.0,,,
2025-11-26T15:56:05.442990,MDOWN_DIRECTIONAL_SHORT,direction_probe_short,Mdown Bias Probe auto-short,SHORT,Mdown Bias Probe auto-short,1.0461471167164833,2.615367791791208,0.5230735583582417,0.3,0.011387310323658192,4.621452374138623e-07,,,False,,0.0,DIRECTION_PROBE,87817.05,,,,,,,UNKNOWN,False,0.0,0.0,0.0,,,
2025-11-26T15:56:05.443396,M_AI_WHALE_HUNTER,,M_AI_WHALE_HUNTER Ambush: 0.36% from reversal (Dom: 1.00),LONG,M_AI_WHALE_HUNTER Ambush: 0.36% from reversal (Dom: 1.00),1.0461471167164833,2.615367791791208,0.5230735583582417,0.3,0.011387310323658192,4.621452374138623e-07,,,False,,0.0,,87817.05,,,,,,,UNKNOWN,False,0.0,0.0,0.0,,,
2025-11-26T15:56:05.444517,M_INVERSE_WOLF,ai_whale_hunter,M_INVERSE_WOLF Error: unsupported operand type(s) for +: 'int' and 'NoneType',HOLD,M_INVERSE_WOLF Error: unsupported operand type(s) for +: 'int' and 'NoneType',1.0461471167164833,2.615367791791208,0.5230735583582417,0.3,0.011387310323658192,4.621452374138623e-07,,,False,,0.0,,87817.05,,,,,,,UNKNOWN,False,0.0,0.0,0.0,,,
2025-11-26T15:56:05.444756,M_DRAGON,ai_whale_hunter,M_DRAGON Signal stale (489s),HOLD,M_DRAGON Signal stale (489s),1.0461471167164833,2.615367791791208,0.5230735583582417,0.3,0.011387310323658192,4.621452374138623e-07,,,False,,0.0,,87817.05,,,,,,,UNKNOWN,False,0.0,0.0,0.0,,,
