timestamp,open,high,low,close,volume,close_time,interval
2025-11-29 22:00:00,91008.69,91008.69,90704.02,90744.75,21.80826,2025-11-29 22:59:59.999,1h
2025-11-29 23:00:00,90744.75,90887.8,90690.23,90795.02,18.84904,2025-11-29 23:59:59.999,1h
2025-11-30 00:00:00,90802.44,90945.59,90771.15,90893.95,10.32286,2025-11-30 00:59:59.999,1h
