timestamp,event_type,current_dir,potential_dir,net_qty,total_qty,dominance,obi,price,prediction_prob,is_high_impact,ma_20,rsi_14,stoch_k,stoch_d,boll_upper,boll_lower,price_change_since_last_flip
2025-11-30T20:13:12.760974,PREDICTION,,SHORT,-12.1420,23.3920,0.5191,0.9419,91213.50,0.55,True,91213.75,47.26,100.00,66.67,91214.68,91212.81,0.0000
2025-11-30T20:13:12.765661,PREDICTION,,SHORT,-13.5280,24.7780,0.5460,0.9419,91213.50,0.55,True,91213.50,47.26,0.00,0.00,91213.50,91213.50,0.0000
2025-11-30T20:13:12.767836,PREDICTION,,SHORT,-14.9380,26.1880,0.5704,0.9419,91213.50,0.55,True,91213.50,47.26,0.00,0.00,91213.50,91213.50,0.0000
2025-11-30T20:13:12.770080,PREDICTION,,SHORT,-18.8010,30.0510,0.6256,0.9419,91213.50,0.55,True,91213.50,47.26,0.00,0.00,91213.50,91213.50,0.0000
2025-11-30T20:13:12.772656,PREDICTION,,SHORT,-19.8650,31.1150,0.6384,0.9419,91213.50,0.55,True,91213.50,47.26,0.00,0.00,91213.50,91213.50,0.0000
2025-11-30T20:13:12.774738,PREDICTION,,SHORT,-22.6390,33.8890,0.6680,0.9419,91213.50,0.55,True,91213.50,47.26,0.00,0.00,91213.50,91213.50,0.0000
2025-11-30T20:13:12.779002,PREDICTION,,SHORT,-26.9400,38.1900,0.7054,0.9419,91209.15,0.55,True,91212.60,0.00,0.00,0.00,91215.57,91209.62,-0.0048
2025-11-30T20:13:12.861048,PREDICTION,,SHORT,-30.1300,41.3800,0.7281,-0.8327,91206.70,0.75,True,91208.13,0.00,50.00,50.00,91209.66,91206.60,-0.0075
2025-11-30T20:13:15.099212,PREDICTION,,SHORT,-29.1260,42.3840,0.6872,-0.6891,91200.05,0.75,True,91200.05,50.00,50.00,50.00,91200.05,91200.05,-0.0147
2025-11-30T20:13:29.162080,PREDICTION,,SHORT,-23.2190,48.2910,0.4808,0.4856,91188.55,0.55,True,91188.55,50.00,50.00,50.00,91188.55,91188.55,-0.0274
2025-11-30T20:13:38.048615,PREDICTION,,SHORT,-22.8740,45.7820,0.4996,0.7088,91188.55,0.55,True,91188.55,50.00,50.00,50.00,91188.55,91188.55,0.0000
2025-11-30T20:13:58.745756,PREDICTION,,LONG,17.3520,17.3520,1.0000,0.1417,91190.15,0.80,True,91190.00,100.00,50.00,50.00,91190.18,91189.83,0.0018
2025-11-30T20:14:17.549002,DECAY,LONG,LONG,3.1490,14.7650,0.2133,-0.3665,91199.95,0.00,False,91199.95,50.00,50.00,50.00,91199.95,91199.95,0.0107
2025-11-30T20:14:17.994483,DECAY,LONG,LONG,1.7070,16.2070,0.1053,-0.6748,91197.05,0.00,False,91199.80,0.00,50.00,50.00,91201.10,91198.51,0.0076
2025-11-30T20:14:23.376922,DECAY,LONG,LONG,3.0600,17.5600,0.1743,0.7345,91193.95,0.00,False,91193.95,50.00,50.00,50.00,91193.95,91193.95,0.0042
2025-11-30T20:14:29.728440,DECAY,LONG,SHORT,-2.5510,11.9490,0.2135,0.6012,91217.30,0.00,False,91216.61,100.00,0.00,0.00,91219.44,91213.78,0.0298
2025-11-30T20:14:32.802133,DECAY,LONG,SHORT,-1.3480,13.1520,0.1025,0.0289,91218.45,0.00,False,91218.45,50.00,50.00,50.00,91218.45,91218.45,0.0310
2025-11-30T20:14:33.556131,DECAY,LONG,SHORT,-5.0720,16.8760,0.3005,-0.0862,91213.45,0.00,False,91216.61,0.00,50.00,50.00,91220.39,91212.84,0.0256
2025-11-30T20:14:40.939637,DECAY,LONG,SHORT,-0.6110,12.4150,0.0492,-0.3878,91215.75,0.00,False,91216.61,0.00,0.00,0.00,91218.54,91214.67,0.0281
2025-11-30T20:14:57.092069,DECAY,LONG,SHORT,-1.5770,8.5650,0.1841,0.5582,91197.85,0.00,False,91197.85,50.00,50.00,50.00,91197.85,91197.85,0.0084
2025-11-30T20:15:43.840682,PREDICTION,LONG,SHORT,-24.1240,35.2200,0.6850,0.1752,91232.35,0.55,True,91235.78,0.00,0.00,0.00,91238.14,91233.42,0.0463
2025-11-30T20:15:45.363401,PREDICTION,LONG,SHORT,-25.1320,36.2280,0.6937,-0.6163,91222.45,0.75,True,91222.45,48.15,100.00,66.67,91222.45,91222.45,-0.0109
2025-11-30T20:15:45.367971,PREDICTION,LONG,SHORT,-20.5270,40.8330,0.5027,-0.6163,91222.45,0.75,True,91222.45,48.15,100.00,66.67,91222.45,91222.45,-0.0109
2025-11-30T20:15:45.371333,PREDICTION,LONG,SHORT,-18.7340,42.6260,0.4395,-0.6163,91222.45,0.75,True,91222.45,48.15,100.00,66.67,91222.45,91222.45,-0.0109
2025-11-30T20:15:45.374375,PREDICTION,LONG,SHORT,-17.6910,43.6690,0.4051,-0.6163,91222.45,0.75,True,91222.45,48.15,100.00,66.67,91222.45,91222.45,-0.0109
2025-11-30T20:15:45.377184,DECAY,LONG,SHORT,-16.0700,45.2900,0.3548,-0.6163,91222.45,0.00,False,91222.45,48.15,100.00,66.67,91222.45,91222.45,-0.0109
2025-11-30T20:15:49.188674,DECAY,LONG,SHORT,-13.8040,45.5120,0.3033,0.1000,91218.15,0.00,False,91218.15,0.00,0.00,0.00,91218.15,91218.15,-0.0156
2025-11-30T20:15:51.899704,DECAY,LONG,SHORT,-10.6020,48.7140,0.2176,0.5337,91218.05,0.00,False,91218.05,50.00,50.00,50.00,91218.05,91218.05,-0.0157
2025-11-30T20:16:00.648720,DECAY,LONG,SHORT,-9.5960,49.7200,0.1930,0.5088,91228.45,0.00,False,91224.82,100.00,50.00,50.00,91228.25,91221.40,-0.0043
2025-11-30T20:16:00.656627,DECAY,LONG,SHORT,-7.7660,51.5500,0.1506,0.5088,91239.05,0.00,False,91234.03,100.00,0.00,0.00,91240.12,91227.94,0.0073
2025-11-30T20:16:01.132562,DECAY,LONG,SHORT,-6.1610,53.1550,0.1159,0.5926,91244.45,0.00,False,91243.85,100.00,0.00,0.00,91244.76,91242.93,0.0133
2025-11-30T20:16:01.230433,DECAY,LONG,SHORT,-4.4160,54.9000,0.0804,0.4490,91246.85,0.00,False,91246.85,50.00,50.00,50.00,91246.85,91246.85,0.0159
2025-11-30T20:16:02.087480,DECAY,LONG,SHORT,-6.8400,57.3240,0.1193,-0.1126,91242.85,0.00,False,91242.85,0.00,0.00,0.00,91242.85,91242.85,0.0115
2025-11-30T20:16:04.353888,DECAY,LONG,SHORT,-9.9970,54.1670,0.1846,0.7793,91246.95,0.00,False,91246.95,100.00,0.00,0.00,91246.95,91246.95,0.0160
2025-11-30T20:16:08.284773,DECAY,LONG,SHORT,-8.9400,55.2240,0.1619,-0.1879,91246.95,0.00,False,91246.95,50.00,50.00,50.00,91246.95,91246.95,0.0160
2025-11-30T20:16:10.019652,DECAY,LONG,SHORT,-11.6890,57.9730,0.2016,-0.2747,91246.95,0.00,False,91246.95,50.00,50.00,50.00,91246.95,91246.95,0.0160
2025-11-30T20:16:11.200716,DECAY,LONG,SHORT,-7.9710,61.6910,0.1292,-0.2843,91248.95,0.00,False,91248.50,100.00,0.00,0.00,91249.94,91247.07,0.0182
2025-11-30T20:16:12.022057,DECAY,LONG,SHORT,-3.7230,65.9390,0.0565,-0.2608,91248.95,0.00,False,91248.95,50.00,50.00,50.00,91248.95,91248.95,0.0182
2025-11-30T20:16:15.206347,DECAY,LONG,LONG,23.7470,38.4690,0.6173,-0.6646,91247.05,0.00,False,91247.05,0.00,0.00,0.00,91247.05,91247.05,0.0161
2025-11-30T20:16:16.515242,DECAY,LONG,LONG,17.9010,30.6070,0.5849,-0.5384,91247.05,0.00,False,91247.05,50.00,50.00,50.00,91247.05,91247.05,0.0161
2025-11-30T20:16:23.684419,DECAY,LONG,LONG,9.5220,30.0940,0.3164,-0.9611,91246.85,0.00,False,91246.93,0.00,0.00,0.00,91247.01,91246.85,0.0159
2025-11-30T20:16:24.136474,DECAY,LONG,LONG,12.8680,33.4400,0.3848,-0.4130,91246.85,0.00,False,91246.85,50.00,50.00,50.00,91246.85,91246.85,0.0159
