timestamp,event_type,current_dir,potential_dir,net_qty,total_qty,dominance,obi,price,prediction_prob,is_high_impact,ma_20,rsi_14,stoch_k,stoch_d,boll_upper,boll_lower,price_change_since_last_flip
2025-11-30T16:21:57.597594,PREDICTION,,LONG,30.1340,30.1340,1.0000,0.0712,91020.55,0.80,True,91020.24,100.00,50.00,50.00,91020.70,91019.78,0.0000
2025-11-30T16:21:57.684128,MONITOR,LONG,LONG,33.8230,33.8230,1.0000,-0.3916,91029.60,0.00,False,91028.28,100.00,50.00,50.00,91029.99,91026.58,0.0099
2025-11-30T16:21:57.781567,MONITOR,LONG,LONG,59.1070,59.1070,1.0000,0.3172,91030.55,0.00,False,91030.55,100.00,0.00,0.00,91030.55,91030.55,0.0110
2025-11-30T16:21:58.632420,MONITOR,LONG,LONG,58.1070,60.1070,0.9667,0.8227,91037.95,0.00,False,91037.95,50.00,50.00,50.00,91037.95,91037.95,0.0191
2025-11-30T16:21:58.979700,MONITOR,LONG,LONG,59.4450,61.4450,0.9675,0.8375,91042.55,0.00,False,91038.64,100.00,50.00,50.00,91042.01,91035.27,0.0242
2025-11-30T16:21:59.061806,MONITOR,LONG,LONG,65.9610,67.9610,0.9706,0.4073,91054.90,0.00,False,91050.99,100.00,0.00,0.00,91054.76,91047.21,0.0377
2025-11-30T16:21:59.065941,MONITOR,LONG,LONG,67.6880,69.6880,0.9713,0.4073,91054.90,0.00,False,91050.99,100.00,0.00,0.00,91054.76,91047.21,0.0377
2025-11-30T16:21:59.070075,MONITOR,LONG,LONG,68.8650,70.8650,0.9718,0.4073,91055.75,0.00,False,91052.99,100.00,0.00,0.00,91057.57,91048.41,0.0387
2025-11-30T16:21:59.072936,MONITOR,LONG,LONG,71.8860,73.8860,0.9729,0.4073,91055.75,0.00,False,91052.99,100.00,0.00,0.00,91057.57,91048.41,0.0387
2025-11-30T16:21:59.131152,MONITOR,LONG,LONG,67.5190,78.2530,0.8628,-0.2451,91057.05,0.00,False,91057.05,50.00,50.00,50.00,91057.05,91057.05,0.0401
2025-11-30T16:22:00.062554,MONITOR,LONG,LONG,68.6020,79.3360,0.8647,0.5815,91059.95,0.00,False,91059.95,95.52,0.00,0.00,91059.95,91059.95,0.0433
2025-11-30T16:22:00.070811,MONITOR,LONG,LONG,69.9310,80.6650,0.8669,0.5815,91059.95,0.00,False,91059.95,95.52,0.00,0.00,91059.95,91059.95,0.0433
2025-11-30T16:22:00.073794,MONITOR,LONG,LONG,71.6030,82.3370,0.8696,0.5815,91059.95,0.00,False,91059.95,95.52,0.00,0.00,91059.95,91059.95,0.0433
2025-11-30T16:22:00.077198,MONITOR,LONG,LONG,73.1810,83.9150,0.8721,0.5815,91059.95,0.00,False,91059.95,95.52,0.00,0.00,91059.95,91059.95,0.0433
2025-11-30T16:22:00.079790,MONITOR,LONG,LONG,74.2610,84.9950,0.8737,0.5815,91059.95,0.00,False,91059.95,95.52,0.00,0.00,91059.95,91059.95,0.0433
2025-11-30T16:22:00.178160,MONITOR,LONG,LONG,76.7440,87.4780,0.8773,0.0494,91059.95,0.00,False,91059.95,50.00,50.00,50.00,91059.95,91059.95,0.0433
2025-11-30T16:22:01.786447,MONITOR,LONG,LONG,81.1090,91.8430,0.8831,-0.1810,91059.95,0.00,False,91059.95,50.00,50.00,50.00,91059.95,91059.95,0.0433
2025-11-30T16:22:02.192906,MONITOR,LONG,LONG,87.6220,98.3560,0.8909,0.4758,91059.95,0.00,False,91059.95,50.00,50.00,50.00,91059.95,91059.95,0.0433
2025-11-30T16:22:02.738543,MONITOR,LONG,LONG,86.6160,99.3620,0.8717,-0.0185,91059.95,0.00,False,91059.95,50.00,50.00,50.00,91059.95,91059.95,0.0433
2025-11-30T16:22:03.199353,MONITOR,LONG,LONG,87.6930,100.4390,0.8731,0.1595,91059.95,0.00,False,91059.95,50.00,50.00,50.00,91059.95,91059.95,0.0433
2025-11-30T16:22:03.956268,MONITOR,LONG,LONG,88.6950,101.4410,0.8744,0.3966,91059.95,0.00,False,91059.95,50.00,50.00,50.00,91059.95,91059.95,0.0433
2025-11-30T16:22:06.584254,MONITOR,LONG,LONG,87.2740,102.8620,0.8485,-0.6749,91057.45,0.00,False,91057.45,0.00,0.00,0.00,91057.45,91057.45,0.0405
2025-11-30T16:22:08.162854,MONITOR,LONG,LONG,89.7340,105.3220,0.8520,-0.5088,91054.85,0.00,False,91054.85,50.00,50.00,50.00,91054.85,91054.85,0.0377
2025-11-30T16:22:10.223895,MONITOR,LONG,LONG,89.3680,104.9560,0.8515,-0.4817,91054.85,0.00,False,91054.85,50.00,50.00,50.00,91054.85,91054.85,0.0377
2025-11-30T16:22:14.170478,MONITOR,LONG,LONG,87.8250,106.4990,0.8247,-0.6980,91051.65,0.00,False,91051.65,0.00,0.00,0.00,91051.65,91051.65,0.0342
2025-11-30T16:22:22.573989,DECAY,LONG,LONG,71.7880,116.5260,0.6161,0.4127,91052.00,0.00,False,91054.62,0.00,50.00,50.00,91055.96,91053.28,0.0346
2025-11-30T16:22:25.424774,DECAY,LONG,LONG,67.5420,120.7720,0.5593,-0.1668,91047.15,0.00,False,91047.15,50.00,50.00,50.00,91047.15,91047.15,0.0292
2025-11-30T16:22:39.770655,PREDICTION,LONG,SHORT,-18.4250,21.8970,0.8414,0.3833,91049.95,0.80,True,91049.95,50.00,50.00,50.00,91049.95,91049.95,0.0323
2025-11-30T16:22:40.357561,MONITOR,SHORT,SHORT,-18.9890,21.3330,0.8901,0.5859,91049.95,0.00,False,91049.95,50.00,50.00,50.00,91049.95,91049.95,0.0000
2025-11-30T16:22:45.023020,DECAY,SHORT,SHORT,-12.4800,24.7560,0.5041,0.5534,91050.05,0.00,False,91050.05,100.00,0.00,0.00,91050.05,91050.05,0.0001
2025-11-30T16:22:49.465549,DECAY,SHORT,SHORT,-15.1390,27.4150,0.5522,0.2202,91051.45,0.00,False,91051.45,50.00,50.00,50.00,91051.45,91051.45,0.0016
2025-11-30T16:22:51.808558,DECAY,SHORT,SHORT,-16.1710,28.4470,0.5685,0.2956,91051.45,0.00,False,91051.45,50.00,50.00,50.00,91051.45,91051.45,0.0016
2025-11-30T16:22:57.998133,DECAY,SHORT,LONG,2.2120,12.2740,0.1802,0.6036,91062.85,0.00,False,91062.85,50.00,50.00,50.00,91062.85,91062.85,0.0142
2025-11-30T16:23:10.883214,DECAY,SHORT,LONG,0.2950,11.8470,0.0249,-0.0439,91062.85,0.00,False,91062.85,50.00,50.00,50.00,91062.85,91062.85,0.0142
2025-11-30T16:23:27.059409,WARNING,SHORT,LONG,4.3120,8.4820,0.5084,0.0037,91077.95,0.30,False,91077.95,50.00,50.00,50.00,91077.95,91077.95,0.0308
2025-11-30T16:23:27.182558,PREDICTION,SHORT,LONG,7.0640,11.2340,0.6288,0.3378,91077.95,0.50,True,91077.95,50.00,50.00,50.00,91077.95,91077.95,0.0000
2025-11-30T16:23:29.058389,PREDICTION,SHORT,LONG,7.8080,11.9780,0.6519,0.4362,91079.45,0.50,True,91079.45,100.00,0.00,0.00,91079.45,91079.45,0.0016
2025-11-30T16:23:33.215796,PREDICTION,SHORT,LONG,12.9110,17.0810,0.7559,0.2088,91079.95,0.75,True,91079.57,100.00,50.00,50.00,91079.75,91079.39,0.0022
2025-11-30T16:23:34.182983,MONITOR,LONG,LONG,17.6590,21.8290,0.8090,0.3474,91080.05,0.00,False,91080.05,50.00,50.00,50.00,91080.05,91080.05,0.0001
2025-11-30T16:23:34.190199,MONITOR,LONG,LONG,19.0750,23.2450,0.8206,0.3474,91093.00,0.00,False,91092.68,82.87,100.00,100.00,91093.37,91091.99,0.0143
2025-11-30T16:23:34.192485,MONITOR,LONG,LONG,23.2010,27.3710,0.8476,0.3474,91095.30,0.00,False,91095.42,61.82,0.00,0.00,91095.67,91095.17,0.0169
2025-11-30T16:23:34.194327,MONITOR,LONG,LONG,26.1410,30.3110,0.8624,0.3474,91095.30,0.00,False,91095.42,61.82,0.00,0.00,91095.67,91095.17,0.0169
2025-11-30T16:23:34.195965,MONITOR,LONG,LONG,27.9220,32.0920,0.8701,0.3474,91095.30,0.00,False,91095.42,61.82,0.00,0.00,91095.67,91095.17,0.0169
2025-11-30T16:23:34.198170,MONITOR,LONG,LONG,32.0810,36.2510,0.8850,0.3474,91095.30,0.00,False,91095.42,61.82,0.00,0.00,91095.67,91095.17,0.0169
2025-11-30T16:23:34.199879,MONITOR,LONG,LONG,47.4060,51.5760,0.9191,0.3474,91095.30,0.00,False,91095.42,61.82,0.00,0.00,91095.67,91095.17,0.0169
2025-11-30T16:23:34.201963,MONITOR,LONG,LONG,48.6460,52.8160,0.9210,0.3474,91095.30,0.00,False,91095.31,61.82,50.00,33.33,91095.40,91095.22,0.0169
