timestamp,mode,win_rate,profit_factor,trades,change_details
2025-11-24 20:02:13,M6_SIGNAL_SANDBOX,0.00,0.00,3,"門檻 0.4 -> 0.5"
2025-11-24 20:02:13,M6_SIGNAL_SANDBOX,0.00,0.00,3,"槓桿 8x -> 6x"
2025-11-24 20:32:13,M6_SIGNAL_SANDBOX,0.00,0.00,3,"門檻 0.4 -> 0.5"
2025-11-24 20:32:13,M6_SIGNAL_SANDBOX,0.00,0.00,3,"槓桿 8x -> 6x"
2025-11-25 00:51:24,M6_SIGNAL_SANDBOX,0.33,0.26,3,"門檻 0.4 -> 0.5"
2025-11-25 00:51:24,M6_SIGNAL_SANDBOX,0.33,0.26,3,"槓桿 65x -> 52x"
2025-11-25 00:51:24,M_WHALE_WATCHER,0.25,0.02,4,"門檻 0.0 -> 0.1"
2025-11-25 00:51:24,M_WHALE_WATCHER,0.25,0.02,4,"槓桿 30x -> 24x"
2025-11-25 01:21:24,M6_SIGNAL_SANDBOX,0.17,0.13,6,"門檻 0.4 -> 0.5"
2025-11-25 01:21:24,M6_SIGNAL_SANDBOX,0.17,0.13,6,"槓桿 65x -> 52x"
2025-11-25 01:21:24,M_WHALE_WATCHER,0.25,0.02,4,"門檻 0.0 -> 0.1"
2025-11-25 01:21:24,M_WHALE_WATCHER,0.25,0.02,4,"槓桿 30x -> 24x"
2025-11-25 03:29:14,M6_SIGNAL_SANDBOX,0.20,0.02,5,"門檻 0.4 -> 0.5"
2025-11-25 03:29:14,M6_SIGNAL_SANDBOX,0.20,0.02,5,"槓桿 65x -> 52x"
2025-11-25 03:59:15,M6_SIGNAL_SANDBOX,0.17,0.01,6,"門檻 0.4 -> 0.5"
2025-11-25 03:59:15,M6_SIGNAL_SANDBOX,0.17,0.01,6,"槓桿 65x -> 52x"
2025-11-25 04:29:15,M6_SIGNAL_SANDBOX,0.17,0.01,6,"門檻 0.4 -> 0.5"
2025-11-25 04:29:15,M6_SIGNAL_SANDBOX,0.17,0.01,6,"槓桿 65x -> 52x"
2025-11-25 04:59:15,M6_SIGNAL_SANDBOX,0.14,0.01,7,"門檻 0.4 -> 0.5"
2025-11-25 04:59:15,M6_SIGNAL_SANDBOX,0.14,0.01,7,"槓桿 65x -> 52x"
2025-11-25 05:29:16,M6_SIGNAL_SANDBOX,0.14,0.01,7,"門檻 0.4 -> 0.5"
2025-11-25 05:29:16,M6_SIGNAL_SANDBOX,0.14,0.01,7,"槓桿 65x -> 52x"
2025-11-25 05:59:16,M6_SIGNAL_SANDBOX,0.12,0.01,8,"門檻 0.4 -> 0.5"
2025-11-25 05:59:16,M6_SIGNAL_SANDBOX,0.12,0.01,8,"槓桿 65x -> 52x"
2025-11-25 06:29:16,M6_SIGNAL_SANDBOX,0.12,0.01,8,"門檻 0.4 -> 0.5"
2025-11-25 06:29:16,M6_SIGNAL_SANDBOX,0.12,0.01,8,"槓桿 65x -> 52x"
2025-11-25 06:59:15,M6_SIGNAL_SANDBOX,0.11,0.01,9,"門檻 0.4 -> 0.5"
2025-11-25 06:59:15,M6_SIGNAL_SANDBOX,0.11,0.01,9,"槓桿 65x -> 52x"
2025-11-25 07:29:17,M6_SIGNAL_SANDBOX,0.11,0.01,9,"門檻 0.4 -> 0.5"
2025-11-25 07:29:17,M6_SIGNAL_SANDBOX,0.11,0.01,9,"槓桿 65x -> 52x"
2025-11-25 07:59:17,M6_SIGNAL_SANDBOX,0.10,0.01,10,"門檻 0.4 -> 0.5"
2025-11-25 07:59:17,M6_SIGNAL_SANDBOX,0.10,0.01,10,"槓桿 65x -> 52x"
2025-11-25 09:03:23,M6_SIGNAL_SANDBOX,0.00,0.00,3,"門檻 0.4 -> 0.5"
2025-11-25 09:03:23,M6_SIGNAL_SANDBOX,0.00,0.00,3,"槓桿 65x -> 52x"
2025-11-25 10:05:46,M6_SIGNAL_SANDBOX,0.00,0.00,3,"門檻 0.4 -> 0.5"
2025-11-25 10:05:46,M6_SIGNAL_SANDBOX,0.00,0.00,3,"槓桿 65x -> 52x"
2025-11-25 10:35:46,M6_SIGNAL_SANDBOX,0.00,0.00,3,"門檻 0.4 -> 0.5"
2025-11-25 10:35:46,M6_SIGNAL_SANDBOX,0.00,0.00,3,"槓桿 65x -> 52x"
2025-11-25 11:05:46,M6_SIGNAL_SANDBOX,0.00,0.00,4,"門檻 0.4 -> 0.5"
2025-11-25 11:05:46,M6_SIGNAL_SANDBOX,0.00,0.00,4,"槓桿 65x -> 52x"
2025-11-25 11:05:46,M_AI_WHALE_HUNTER,0.00,0.00,7,"門檻 0.0 -> 0.1"
2025-11-25 11:05:46,M_AI_WHALE_HUNTER,0.00,0.00,7,"槓桿 100x -> 80x"
2025-11-25 11:35:47,M6_SIGNAL_SANDBOX,0.00,0.00,4,"門檻 0.4 -> 0.5"
2025-11-25 11:35:47,M6_SIGNAL_SANDBOX,0.00,0.00,4,"槓桿 65x -> 52x"
2025-11-25 11:35:47,M_AI_WHALE_HUNTER,0.00,0.00,9,"門檻 0.0 -> 0.1"
2025-11-25 11:35:47,M_AI_WHALE_HUNTER,0.00,0.00,9,"槓桿 100x -> 80x"
2025-11-25 12:05:47,M6_SIGNAL_SANDBOX,0.00,0.00,5,"門檻 0.4 -> 0.5"
2025-11-25 12:05:47,M6_SIGNAL_SANDBOX,0.00,0.00,5,"槓桿 65x -> 52x"
2025-11-25 12:05:47,M_AI_WHALE_HUNTER,0.00,0.00,12,"門檻 0.0 -> 0.1"
2025-11-25 12:05:47,M_AI_WHALE_HUNTER,0.00,0.00,12,"槓桿 100x -> 80x"
2025-11-25 13:02:34,M6_SIGNAL_SANDBOX,0.00,0.00,3,"門檻 0.4 -> 0.5"
2025-11-25 13:02:34,M6_SIGNAL_SANDBOX,0.00,0.00,3,"槓桿 65x -> 52x"
2025-11-25 13:02:34,M_AI_WHALE_HUNTER,0.00,0.00,7,"門檻 0.0 -> 0.1"
2025-11-25 13:02:34,M_AI_WHALE_HUNTER,0.00,0.00,7,"槓桿 100x -> 80x"
2025-11-25 13:55:18,M6_SIGNAL_SANDBOX,0.00,0.00,3,"門檻 0.4 -> 0.5"
2025-11-25 13:55:18,M6_SIGNAL_SANDBOX,0.00,0.00,3,"槓桿 65x -> 52x"
2025-11-25 14:25:18,M6_SIGNAL_SANDBOX,0.00,0.00,3,"門檻 0.4 -> 0.5"
2025-11-25 14:25:18,M6_SIGNAL_SANDBOX,0.00,0.00,3,"槓桿 65x -> 52x"
2025-11-25 14:25:18,M_AI_WHALE_HUNTER,0.00,0.00,5,"門檻 0.0 -> 0.1"
2025-11-25 14:25:18,M_AI_WHALE_HUNTER,0.00,0.00,5,"槓桿 100x -> 80x"
2025-11-25 14:55:19,M6_SIGNAL_SANDBOX,0.00,0.00,4,"門檻 0.4 -> 0.5"
2025-11-25 14:55:19,M6_SIGNAL_SANDBOX,0.00,0.00,4,"槓桿 65x -> 52x"
2025-11-25 14:55:19,M_AI_WHALE_HUNTER,0.00,0.00,9,"門檻 0.0 -> 0.1"
2025-11-25 14:55:19,M_AI_WHALE_HUNTER,0.00,0.00,9,"槓桿 100x -> 80x"
2025-11-25 15:25:19,M6_SIGNAL_SANDBOX,0.00,0.00,4,"門檻 0.4 -> 0.5"
2025-11-25 15:25:19,M6_SIGNAL_SANDBOX,0.00,0.00,4,"槓桿 65x -> 52x"
2025-11-25 15:25:19,M_AI_WHALE_HUNTER,0.00,0.00,14,"門檻 0.0 -> 0.1"
2025-11-25 15:25:19,M_AI_WHALE_HUNTER,0.00,0.00,14,"槓桿 100x -> 80x"
2025-11-25 15:55:20,M6_SIGNAL_SANDBOX,0.00,0.00,5,"門檻 0.4 -> 0.5"
2025-11-25 15:55:20,M6_SIGNAL_SANDBOX,0.00,0.00,5,"槓桿 65x -> 52x"
2025-11-25 15:55:20,M_AI_WHALE_HUNTER,0.00,0.00,14,"門檻 0.0 -> 0.1"
2025-11-25 15:55:20,M_AI_WHALE_HUNTER,0.00,0.00,14,"槓桿 100x -> 80x"
2025-11-25 16:25:20,M6_SIGNAL_SANDBOX,0.00,0.00,5,"門檻 0.4 -> 0.5"
2025-11-25 16:25:20,M6_SIGNAL_SANDBOX,0.00,0.00,5,"槓桿 65x -> 52x"
2025-11-25 16:25:20,M_AI_WHALE_HUNTER,0.00,0.00,16,"門檻 0.0 -> 0.1"
2025-11-25 16:25:20,M_AI_WHALE_HUNTER,0.00,0.00,16,"槓桿 100x -> 80x"
2025-11-25 16:55:20,M6_SIGNAL_SANDBOX,0.00,0.00,6,"門檻 0.4 -> 0.5"
2025-11-25 16:55:20,M6_SIGNAL_SANDBOX,0.00,0.00,6,"槓桿 65x -> 52x"
2025-11-25 16:55:20,M_AI_WHALE_HUNTER,0.00,0.00,18,"門檻 0.0 -> 0.1"
2025-11-25 16:55:20,M_AI_WHALE_HUNTER,0.00,0.00,18,"槓桿 100x -> 80x"
2025-11-25 17:25:21,M6_SIGNAL_SANDBOX,0.00,0.00,6,"門檻 0.4 -> 0.5"
2025-11-25 17:25:21,M6_SIGNAL_SANDBOX,0.00,0.00,6,"槓桿 65x -> 52x"
2025-11-25 17:25:21,M_AI_WHALE_HUNTER,0.00,0.00,18,"門檻 0.0 -> 0.1"
2025-11-25 17:25:21,M_AI_WHALE_HUNTER,0.00,0.00,18,"槓桿 100x -> 80x"
2025-11-25 21:12:16,M6_SIGNAL_SANDBOX,0.38,0.53,13,"門檻 0.4 -> 0.5"
2025-11-25 21:12:16,M6_SIGNAL_SANDBOX,0.38,0.53,13,"槓桿 65x -> 52x"
2025-11-25 21:42:17,M6_SIGNAL_SANDBOX,0.38,0.53,13,"門檻 0.4 -> 0.5"
2025-11-25 21:42:17,M6_SIGNAL_SANDBOX,0.38,0.53,13,"槓桿 65x -> 52x"
2025-11-26 00:00:44,M6_SIGNAL_SANDBOX,0.00,0.00,3,"門檻 0.4 -> 0.5"
2025-11-26 00:00:44,M6_SIGNAL_SANDBOX,0.00,0.00,3,"槓桿 65x -> 52x"
2025-11-26 02:05:28,M_FISH_MARKET_MAKER,0.00,0.00,3,"門檻 0.15 -> 0.25"
2025-11-26 02:05:28,M_FISH_MARKET_MAKER,0.00,0.00,3,"槓桿 75x -> 60x"
2025-11-26 02:35:28,M_FISH_MARKET_MAKER,0.00,0.00,4,"門檻 0.15 -> 0.25"
2025-11-26 02:35:28,M_FISH_MARKET_MAKER,0.00,0.00,4,"槓桿 75x -> 60x"
2025-11-26 02:35:28,M_AI_WHALE_HUNTER,1.00,inf,3,"槓桿 100x -> 120x"
2025-11-26 02:35:28,M_AI_WHALE_HUNTER,1.00,inf,3,"倉位 0.6 -> 0.66"
2025-11-26 03:05:28,M_FISH_MARKET_MAKER,0.00,0.00,4,"門檻 0.15 -> 0.25"
2025-11-26 03:05:28,M_FISH_MARKET_MAKER,0.00,0.00,4,"槓桿 75x -> 60x"
2025-11-26 03:05:28,M_AI_WHALE_HUNTER,1.00,inf,4,"槓桿 100x -> 120x"
2025-11-26 03:05:28,M_AI_WHALE_HUNTER,1.00,inf,4,"倉位 0.6 -> 0.66"
2025-11-26 03:35:29,M_FISH_MARKET_MAKER,0.00,0.00,4,"門檻 0.15 -> 0.25"
2025-11-26 03:35:29,M_FISH_MARKET_MAKER,0.00,0.00,4,"槓桿 75x -> 60x"
2025-11-26 03:35:29,M_AI_WHALE_HUNTER,1.00,inf,8,"槓桿 100x -> 120x"
